user_want_reliability,user_want_warmth,user_want_intelligence,user_want_creativity,user_want_honesty,user_want_helpfulness,user_want_responsiveness,system_want_clarity,system_want_structure,system_want_efficiency,system_want_feedback,system_want_boundaries,system_want_patience,tension_expectation_violation,tension_disappointment,tension_loss,tension_change_resistance,tension_anthropomorphism,tension_relationship_terms,sentence_count,word_count,avg_sentence_length,readability_flesch,readability_grade,question_marks,exclamation_marks,capitalization_ratio,dep_nsubj,dep_dobj,dep_pobj,emotional_adjectives,modal_verbs,index,entity_PERSON,entity_ORG,entity_PRODUCT
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,121,30.25,55.66333333333334,12.202962962962967,0,0,0.013245033112582781,12.0,6.0,9.0,6.0,3.0,12,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,16.333333333333332,43.89833333333337,10.780000000000001,0,0,0.01858736059479554,5.0,,4.0,2.0,,13,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,147,24.5,60.84701219512196,9.865162601626018,0,0,0.023876404494382022,12.0,7.0,12.0,4.0,1.0,14,,,
0,0,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,1,1,33,827,25.060606060606062,58.974301909565085,10.325863183757921,4,4,0.0387209592805396,67.0,49.0,46.0,36.0,4.0,15,1.0,4.0,2.0
0,0,0,0,1,2,0,3,0,0,1,0,0,0,0,0,0,1,0,16,253,15.8125,73.58504851425107,5.830691328077624,2,1,0.02667893284268629,32.0,17.0,12.0,6.0,5.0,16,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,110,18.333333333333332,75.88627192982459,6.608157894736845,0,0,0.04008016032064128,10.0,9.0,6.0,1.0,2.0,17,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,26,8.666666666666666,76.33712121212123,4.433636363636364,0,0,0.07017543859649122,3.0,1.0,2.0,1.0,,18,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,200,15.384615384615385,60.22868131868134,8.202857142857145,0,0,0.04433497536945813,23.0,12.0,16.0,11.0,4.0,19,2.0,1.0,
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,23,11.5,57.09500000000003,7.779999999999998,1,0,0.015625,3.0,,3.0,,1.0,20,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,160,22.857142857142858,61.00932937956205,9.004078467153285,1,1,0.042821158690176324,17.0,10.0,10.0,6.0,2.0,21,,,
0,0,1,1,0,2,2,3,2,2,2,2,0,1,0,1,0,0,0,58,1129,19.46551724137931,43.388056534778514,10.699887140902874,9,2,0.07991624498342349,67.0,81.0,46.0,79.0,5.0,22,10.0,4.0,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,44,22.0,46.29533783783785,11.397972972972973,0,0,0.008403361344537815,4.0,4.0,2.0,3.0,1.0,23,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,45.0,37.22000000000003,18.005,0,0,0.049107142857142856,2.0,3.0,4.0,3.0,,24,,1.0,
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,182,18.2,46.27187960687962,10.147813267813266,0,0,0.01569713758079409,17.0,14.0,14.0,10.0,5.0,25,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,58,14.5,89.38786764705884,3.958970588235296,0,0,0.04780876494023904,11.0,4.0,3.0,1.0,,26,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,104,20.8,79.37554545454547,6.560363636363636,2,0,0.035164835164835165,18.0,4.0,4.0,1.0,1.0,27,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,148,13.454545454545455,79.50081250000002,5.350437500000002,1,0,0.020378457059679767,18.0,12.0,6.0,4.0,3.0,28,,,
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,181,22.625,61.362758757961814,9.575851910828025,1,0,0.01812004530011325,20.0,8.0,16.0,9.0,2.0,29,,,
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,12,236,19.666666666666668,72.06474607916356,7.144368932038837,2,0,0.024734982332155476,29.0,17.0,8.0,9.0,12.0,30,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,30,15.0,60.23230769230773,8.087692307692308,0,0,0.06040268456375839,5.0,1.0,1.0,1.0,1.0,31,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,12.25,84.13875000000002,3.9458333333333364,1,0,0.1,5.0,4.0,2.0,3.0,,32,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,53,53.0,38.54346153846156,20.80153846153846,0,0,0.02158273381294964,4.0,2.0,7.0,4.0,,33,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,30,10.0,59.279420289855096,6.895652173913046,0,0,0.020689655172413793,3.0,4.0,,1.0,1.0,34,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,84,14.0,59.53,7.937222222222225,0,1,0.03002309468822171,5.0,7.0,6.0,5.0,2.0,35,2.0,,
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,153,19.125,77.03800000000001,6.950285714285716,1,2,0.02694610778443114,20.0,9.0,8.0,2.0,1.0,36,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,48.333333333333336,73.78844339622641,9.550660377358493,0,0,0.016835016835016835,15.0,20.0,5.0,1.0,3.0,37,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,143,17.875,67.67000000000002,7.973015873015875,0,2,0.020618556701030927,14.0,8.0,10.0,8.0,1.0,38,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,94,18.8,83.92314634146344,5.627951219512195,0,1,0.011682242990654205,11.0,7.0,1.0,6.0,1.0,39,,,
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,230,23.0,72.31038011695908,8.418070175438597,1,1,0.016377649325626204,18.0,13.0,7.0,9.0,,40,4.0,,
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,220,22.0,69.75218421052632,7.778415204678364,0,2,0.029411764705882353,19.0,13.0,5.0,5.0,,41,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,154,25.666666666666668,74.56843902439026,8.96985365853659,1,3,0.01977401129943503,17.0,10.0,7.0,8.0,,42,,,
0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,39,378,9.692307692307692,79.68525506376596,4.212395598899725,8,21,0.08576998050682261,34.0,22.0,7.0,17.0,4.0,43,13.0,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,174,19.333333333333332,83.17081430745817,5.688721461187214,0,0,0.021164021164021163,25.0,8.0,6.0,3.0,1.0,44,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,114,22.8,83.30925274725277,6.160747252747253,1,1,0.01195219123505976,13.0,8.0,6.0,3.0,1.0,45,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,175,19.444444444444443,82.54429118773946,5.7485057471264405,1,1,0.01875,20.0,10.0,11.0,4.0,1.0,46,,,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,223,17.153846153846153,72.11655677655679,6.812275132275129,1,2,0.04154302670623145,28.0,15.0,13.0,6.0,2.0,47,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,232,12.210526315789474,60.681898188093186,7.188173712970954,2,0,0.027874564459930314,26.0,11.0,20.0,12.0,3.0,48,1.0,,
0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,26,586,22.53846153846154,5.674746376811612,17.22934782608696,1,0,0.031545741324921134,36.0,22.0,45.0,62.0,8.0,49,,6.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,293,15.421052631578947,51.763080808080815,9.075757575757574,1,0,0.017421602787456445,25.0,8.0,24.0,13.0,,50,,,
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,76,815,10.723684210526315,75.6895198658801,4.964358644683106,6,0,0.038221740309026836,91.0,39.0,51.0,17.0,3.0,51,,,
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,394,17.130434782608695,66.89735314207653,7.085594262295082,0,0,0.03526170798898071,34.0,16.0,22.0,19.0,4.0,52,2.0,3.0,
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,448,19.47826086956522,24.217779463066904,14.418510541483396,5,0,0.016489988221436984,23.0,18.0,35.0,39.0,12.0,53,1.0,4.0,
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,28,736,26.285714285714285,35.561780794165344,13.773458555221115,1,0,0.020621181262729125,46.0,21.0,74.0,71.0,11.0,54,,5.0,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,210,26.25,44.83000000000004,11.975000000000001,0,0,0.019249278152069296,18.0,8.0,13.0,11.0,1.0,55,,,
0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,51,758,14.862745098039216,42.900988142292505,10.483460693895477,2,0,0.028523489932885907,61.0,63.0,52.0,72.0,7.0,56,2.0,15.0,
0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,58,1037,17.879310344827587,44.0356153846154,10.99271794871795,3,0,0.032586174420794874,80.0,30.0,63.0,60.0,23.0,57,3.0,6.0,1.0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,249,13.833333333333334,72.40054347826091,6.017826086956521,1,0,0.027187765505522515,20.0,9.0,15.0,10.0,2.0,58,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,813,15.634615384615385,45.2413648871767,10.36224821133737,0,0,0.025053686471009307,67.0,42.0,43.0,51.0,5.0,59,1.0,2.0,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,183,30.5,56.61357142857145,10.331428571428575,1,0,0.030952380952380953,14.0,6.0,13.0,10.0,2.0,60,,3.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,144,24.0,68.54190476190477,8.336428571428574,1,1,0.013677811550151976,14.0,6.0,13.0,8.0,1.0,61,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,125,13.88888888888889,58.728926116838494,9.084072164948456,4,0,0.030874785591766724,11.0,7.0,7.0,6.0,1.0,62,1.0,,3.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,245,18.846153846153847,64.63990156340475,7.789102489866824,2,0,0.02414486921529175,21.0,23.0,18.0,11.0,1.0,63,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,196,14.0,64.13493150684931,6.904540117416833,2,0,0.019271948608137045,21.0,8.0,11.0,12.0,2.0,64,1.0,,
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,131,32.75,29.379919724770673,15.93107798165138,1,0,0.035326086956521736,9.0,8.0,10.0,10.0,3.0,65,2.0,3.0,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112,56.0,51.24917602996257,13.481123595505622,1,0,0.021442495126705652,12.0,5.0,6.0,5.0,1.0,66,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,219,18.25,65.13018018018019,7.238918918918923,2,0,0.02414486921529175,25.0,9.0,6.0,13.0,3.0,67,,,
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,110,27.5,66.79754032258066,9.718360215053767,0,0,0.022044088176352707,11.0,5.0,7.0,5.0,1.0,68,1.0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,78.0,-3.4497183098591506,31.37887323943662,0,0,0.02247191011235955,8.0,8.0,7.0,3.0,,69,,1.0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,19,9.5,82.39000000000001,3.7550000000000026,0,0,0.058823529411764705,2.0,1.0,3.0,1.0,1.0,70,,1.0,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,286,16.823529411764707,66.28106810785681,7.3130195258019555,0,0,0.03308823529411765,21.0,17.0,21.0,15.0,,71,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,27,13.5,52.01950000000002,9.109000000000002,0,0,0.014184397163120567,2.0,3.0,1.0,4.0,,72,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9.0,82.39000000000001,3.7550000000000026,0,0,0.019230769230769232,1.0,1.0,,,,73,,,
0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,55,1009,18.345454545454544,64.71354997192589,8.160158150851583,1,0,0.025208288827173683,97.0,50.0,62.0,26.0,9.0,74,1.0,5.0,
0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10,277,27.7,63.25717171717176,9.92421997755331,1,0,0.02252906976744186,28.0,23.0,21.0,12.0,2.0,75,3.0,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,20.5,67.03295454545456,8.008636363636366,0,0,0.027472527472527472,6.0,2.0,2.0,,2.0,76,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,92,18.4,73.78840963855424,7.091228915662651,0,0,0.03416856492027335,14.0,6.0,3.0,4.0,,77,,2.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,107,13.375,69.70961538461539,6.304432234432237,2,0,0.04572564612326044,8.0,10.0,3.0,3.0,1.0,78,,1.0,1.0
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,18,287,15.944444444444445,57.29420253164557,9.193097046413502,1,0,0.03182461103253183,31.0,13.0,16.0,8.0,4.0,79,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,100,16.666666666666668,47.809631578947375,10.366947368421055,0,0,0.02231237322515213,10.0,4.0,8.0,5.0,1.0,80,,1.0,
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,57,28.5,59.10000000000004,10.978333333333332,0,1,0.01838235294117647,8.0,,2.0,8.0,2.0,81,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,14.0,47.565,11.096666666666668,0,0,0.047619047619047616,4.0,4.0,7.0,2.0,1.0,82,,,
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,33.666666666666664,56.04083333333337,12.067499999999999,1,2,0.029885057471264367,10.0,9.0,5.0,7.0,4.0,83,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,71,17.75,58.53724590163935,8.12537704918033,1,0,0.034383954154727794,7.0,4.0,4.0,5.0,1.0,84,,,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11.0,75.50000000000003,4.964444444444446,0,0,0.06,1.0,1.0,1.0,1.0,1.0,85,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,21.0,89.5921052631579,5.483157894736845,0,0,0.03333333333333333,2.0,2.0,2.0,1.0,1.0,86,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,11.333333333333334,90.25833333333335,3.3200000000000003,2,0,0.06451612903225806,5.0,4.0,1.0,2.0,1.0,87,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13.0,96.02461538461542,3.0953846153846136,0,0,0.015625,,1.0,2.0,3.0,1.0,88,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,17.25,68.09500000000004,8.73,0,0,0.02572347266881029,8.0,4.0,,5.0,3.0,89,1.0,1.0,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,12.333333333333334,65.94343137254904,6.8770588235294134,0,0,0.02512562814070352,1.0,3.0,2.0,3.0,,90,,,
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,108,15.428571428571429,79.23375000000003,5.614821428571428,0,0,0.03929273084479371,12.0,10.0,6.0,3.0,2.0,91,,,
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9,241,26.77777777777778,57.72641025641026,10.590256410256412,0,0,0.011333914559721011,23.0,15.0,13.0,11.0,3.0,92,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,119,19.833333333333332,73.59918284789647,7.258398058252428,1,0,0.03860294117647059,13.0,2.0,12.0,3.0,,93,3.0,1.0,
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,371,16.863636363636363,48.515717570415774,10.978674075493391,0,0,0.02266872746007213,40.0,28.0,21.0,25.0,2.0,94,,,
0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,25,491,19.64,74.66836600591395,7.132671120359216,0,0,0.027900146842878122,51.0,31.0,29.0,15.0,4.0,95,,,
0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,13,267,20.53846153846154,58.03962999026291,9.692995780590717,5,0,0.027046783625730993,23.0,14.0,15.0,12.0,,96,,1.0,
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,45,730,16.22222222222222,73.30346571379958,6.639930576824913,1,0,0.02072248669840381,86.0,45.0,54.0,34.0,15.0,97,1.0,1.0,
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,8,351,43.875,35.51121044885946,16.64236203090508,0,0,0.012002182214948172,27.0,21.0,27.0,12.0,4.0,98,,1.0,
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,34,550,16.176470588235293,69.22695444685469,6.875707468236751,1,0,0.027553269654665688,44.0,51.0,46.0,12.0,16.0,99,2.0,3.0,
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,247,35.285714285714285,50.934701421800966,16.63861611374408,1,0,0.028518859245630176,24.0,19.0,19.0,4.0,6.0,100,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,15.0,75.27063775510206,5.803826530612245,0,0,0.028268551236749116,8.0,5.0,2.0,,,101,,,
0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,37,438,11.837837837837839,62.32029411764708,7.051176470588235,0,0,0.031036056595162027,36.0,25.0,19.0,20.0,5.0,102,,1.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,9.4,75.43757142857145,4.824095238095239,0,0,0.0,5.0,6.0,1.0,1.0,,103,,,
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,14,216,15.428571428571429,19.795394736842127,13.53263575605681,0,0,0.015552099533437015,6.0,13.0,11.0,18.0,,104,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,15.2,75.53609677419357,5.804064516129035,0,0,0.02849002849002849,12.0,4.0,2.0,4.0,1.0,105,,,
0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,13,161,12.384615384615385,53.88478567234296,8.246870229007634,0,0,0.020190023752969122,11.0,14.0,7.0,6.0,1.0,106,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,99,24.75,78.58500000000001,6.770000000000003,0,0,0.008908685968819599,13.0,13.0,6.0,1.0,1.0,107,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11.0,-208.15499999999992,43.78333333333333,0,0,0.03164556962025317,,2.0,,,,108,,,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,194,17.636363636363637,44.84967532467533,10.481688311688313,0,0,0.0,8.0,18.0,9.0,10.0,1.0,109,,,
0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,4,97,24.25,70.14470588235295,7.698823529411765,0,0,0.01443298969072165,11.0,5.0,6.0,5.0,1.0,110,1.0,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,86,10.75,75.85828947368422,5.038684210526316,3,1,0.023809523809523808,12.0,8.0,4.0,4.0,2.0,111,,,
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,9,249,27.666666666666668,16.123684210526363,15.730526315789472,0,0,0.017385257301808066,12.0,11.0,18.0,27.0,1.0,112,,2.0,
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,149,13.545454545454545,68.93888524590164,6.6745573770491795,3,0,0.01991465149359886,19.0,14.0,1.0,8.0,,113,,1.0,
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,159,22.714285714285715,55.4542537313433,10.280191897654586,0,0,0.01918158567774936,11.0,12.0,8.0,3.0,,114,1.0,,
0,2,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,16,389,24.3125,32.50263157894739,12.45228070175439,0,2,0.03631840796019901,23.0,26.0,15.0,19.0,,115,2.0,1.0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,85,12.142857142857142,62.533571428571435,7.021428571428569,0,0,0.01583710407239819,6.0,10.0,3.0,5.0,1.0,116,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,28.0,69.78800000000001,9.736,0,0,0.015503875968992248,3.0,3.0,5.0,2.0,,117,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,120,20.0,67.76407320872276,8.237897196261681,0,0,0.024179620034542316,9.0,13.0,9.0,6.0,1.0,118,,,
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,244,20.333333333333332,75.32493217054265,7.204011627906976,0,0,0.028233151183970857,27.0,19.0,14.0,3.0,5.0,119,,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,21.25,66.08917253521129,8.45080985915493,0,0,0.03551912568306011,11.0,5.0,3.0,,,120,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,23.0,66.00571428571429,9.269841269841269,0,0,0.018461538461538463,7.0,4.0,8.0,1.0,3.0,121,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,111,27.75,58.055065789473716,11.061973684210525,0,0,0.025594149908592323,10.0,4.0,9.0,7.0,4.0,122,,4.0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,8.0,74.39217948717952,5.036153846153844,1,0,0.055944055944055944,4.0,3.0,,,2.0,123,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,11.0,94.55435810810813,2.3688513513513527,3,0,0.031914893617021274,4.0,3.0,3.0,2.0,2.0,124,,,
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,84,28.0,60.0837558685446,10.75830985915493,2,0,0.029055690072639227,8.0,7.0,1.0,4.0,5.0,125,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,28,14.0,33.98397058823531,10.630882352941178,1,0,0.029411764705882353,3.0,,1.0,1.0,,126,,1.0,
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,245,35.0,21.314513190954784,16.46602386934674,1,0,0.02359472588480222,23.0,16.0,16.0,17.0,2.0,127,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,11.833333333333334,64.22999999999999,7.28166666666667,0,0,0.019933554817275746,7.0,1.0,2.0,3.0,,128,,,
2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,35,505,14.428571428571429,27.117813059034006,13.17468992248062,0,0,0.03039288361749444,40.0,25.0,19.0,22.0,4.0,129,2.0,5.0,
0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,29,405,13.96551724137931,23.76174957118357,13.535951972555747,1,0,0.03620309050772627,37.0,17.0,15.0,28.0,7.0,130,2.0,4.0,
